vaccination_id,vaccine_name,date_given,next_due,notes,pet_id,vet_id
2d68b32c-fb1f-4ab7-9194-e0774ca6f2eb,Parvovirus,11/9/2007,9/16/2020,Vaccination may cause temporary loss of appetite,222ae62d-1f6d-4a36-b697-c27ade0d3d93,2d3bda44-92a2-4581-b86a-8ca3fe33ffbc
b17b117a-041d-4506-8a74-8508a2197083,Leptospira,12/5/2001,12/14/2023,Do not expose to unvaccinated animals for a few days,a72e7468-263c-498a-bf53-67a1a67345de,9ee0535d-01e8-499d-ad87-ac1f07201d3a
ce5c42ab-3717-4120-adc2-b81c924d9c58,Kennel Cough,3/12/2007,11/11/2007,Vaccination may cause temporary loss of appetite,78cfbc3e-df02-427c-80e4-84326a83d084,1e92cf7f-0bbb-4227-bb3e-ba7afbff168f
b77352e7-e0e1-4b5b-b277-2f8017881472,Tetanus,6/7/2018,6/12/2010,Do not expose to unvaccinated animals for a few days,d3861b52-5da1-4c9c-a8a9-0c9226868fdf,6c20c901-e144-4ebf-a523-3d974f2e7022
aa86c967-86d8-4f24-a631-841426850f7a,H3N2 Canine Influenza,2/15/2005,3/6/2011,Avoid stress for the next few days,66c49056-f194-49fe-bbf8-d32aa37f24f3,3c3068a5-c174-476a-aba0-6d6d40d097ce
26a70107-4b7c-449a-9301-e4e4759560c6,Feline Chlamydia,3/30/2018,10/25/2013,Administer booster shot in 3 weeks,ad87a358-e4d1-41b0-bd5b-589417af7dca,534a0a8d-c920-4ce5-ba07-23ee65cee8e6
ced3131d-6ac2-46be-a7c7-bf42624f1944,Leptospira,8/2/2002,3/20/2020,Avoid strenuous exercise for 24 hours,89e25545-b096-4493-a78c-01ea43f77f4d,6b000f15-eaa0-4b50-84c5-386276863b15
82403380-bd48-4e85-834d-a35d3e2c1702,Bordetella Bronchiseptica,1/11/2007,11/18/2013,Do not expose to unvaccinated animals for a few days,2db0408b-74ec-42d2-a56a-fb481596deca,a6f6dd2c-f01e-4d4d-9298-3621e9ab1176
07606b63-76f8-492b-9f44-1725e15bde32,Parainfluenza,11/9/2020,8/20/2004,Vaccination may cause temporary loss of appetite,fb722a1f-1da9-4095-970b-7a83962507d5,5cc2cf52-b07d-4856-8fb3-cabbbfba4cb6
ae6a770f-cb02-4ca6-818f-4bb19b7ffa2a,Parvovirus,3/3/2020,3/16/2012,Ensure pet is up-to-date with previous vaccinations,ab2c0e90-750a-4340-a2c6-49af96100dfa,d3cee14d-a1c3-4e19-ab98-92b4990320de
cc51d130-832b-42b3-88b1-7796389c0b05,Feline Leukemia,7/13/2002,2/10/2022,Keep pet calm after vaccination,78b93210-e6c9-48f3-8e3d-9570eff0de36,116ba9dc-4554-45e0-855e-07a6a7f55ff5
4cd8f0bc-7a9c-41ec-beff-293f82b36603,H3N8 Canine Influenza,2/1/2011,10/20/2006,Do not feed immediately after vaccination,8b898ef6-4a22-49b6-8ba1-a0acc964e3f9,f55af8ba-7b96-48c5-81f6-a5187d4c16b1
35e9f621-56e1-4d82-b0e1-a7a2ff9e2272,Hepatitis,6/28/2019,12/1/2009,Do not feed immediately after vaccination,81edc088-b15b-41b4-b83a-1286a28abe26,6fa17213-2997-478f-88e3-7f421a65d670
d51ab220-54c3-4645-a284-700767de059a,Calicivirus,9/4/2003,4/26/2004,Observe for signs of allergic reaction,5459b827-e3c8-4a36-9585-3771c7aec747,10fcbf43-8537-4af0-900f-a2fd5d375c54
388bba8f-0a9f-4ac2-b1e3-9763a3022b2e,Feline Panleukopenia,2/6/2009,10/12/2005,Monitor for side effects,b96cd56f-c123-4edf-b364-46cd0d6c9d95,0a9cc9d7-2c21-490b-b43a-0c3d085c3e2a
cc1eb6a2-1062-4eda-9520-f653fe422bae,Feline Chlamydia,9/30/2000,11/13/2021,Inform vet if pet is pregnant or ill,4023d06e-7905-48a7-b40b-13ca8303b9e2,df24be23-3319-49ac-a0cf-bacd4af8629e
8498a895-8b55-42da-879a-83be06b5328f,Feline Leukemia,1/20/2019,3/16/2006,Ensure pet is hydrated,7dfe235a-1abc-4042-83fa-7a8103cb06c5,337f4d29-5977-4e76-b493-41dd50e41a3f
c5f4139c-a2d6-4626-af0d-8a13b060be92,Parainfluenza),7/13/2020,4/4/2025,Check vaccination record for upcoming boosters,46ed17bb-daca-480e-8362-c0d3241dbd46,ad838a0b-2f6b-4517-ac01-6efa8c08f04d
e2834842-0e37-4ed0-b606-93c96f161e23,Panleukopenia),6/29/2000,4/24/2019,Do not bathe pet for 24 hours,234f4d30-e4bd-4ff8-ad23-420ef6aa8dd4,a6f6dd2c-f01e-4d4d-9298-3621e9ab1176
4da16a4a-6d4a-4cb6-b623-712a36637ae2,Canine Influenza,10/12/2009,3/1/2017,Observe for signs of allergic reaction,d6077d57-dc3a-46eb-b32b-323954e90f47,ea3e2dde-50c4-4441-ad45-fbc007839840
e80c7105-d96f-4ebb-a34a-323856c29e7c,DHPP (Canine Distemper,4/14/2006,4/15/2015,Ensure pet is up-to-date with previous vaccinations,9e130484-b8e6-4b07-b228-c4f8918da7a6,ee8a149b-b11c-477a-86a4-3dfbc1bd0cf9
e40c20bc-8e1a-486c-babf-9fa488297075,Kennel Cough,10/18/2013,4/12/2019,Inform vet if pet is pregnant or ill,80cc7538-dca8-4a90-9194-794acb3f3bee,bd837107-da76-4455-ab90-2f15ed49f2ed
50df528a-7299-4a22-9802-b8ee49d1f3b7,Parainfluenza,3/29/2020,10/15/2002,Administer any prescribed post-vaccination medication,24874bfa-d5dc-4afc-91ca-181a69e90cd2,534a0a8d-c920-4ce5-ba07-23ee65cee8e6
f2ceaa24-896a-4bc2-9a20-ca6b96c1ea9a,Tetanus,12/9/2003,11/18/2021,Monitor for side effects,b5b080a0-b1d3-4606-b187-d43e36304a9c,105597e4-2d76-445a-9dbf-bde5a3b43468
6c72a8c1-ffd8-4b95-8f0d-46d9f68dd2e8,Hepatitis,3/14/2011,10/7/2024,Avoid stress for the next few days,75f265bf-fa8b-4e82-bb8f-8cdfd79e7c26,956c1eba-3a3a-4144-93eb-bb682410af5b
08717a7a-0ba0-4e41-bbd9-c65acc6a8a82,Hepatitis,6/30/2010,6/9/2019,Do not feed immediately after vaccination,a16e75a2-5a08-4b1b-91f1-892a5cd3a1e9,bc34e8da-60d8-4f6d-9d4f-de73f99c77d1
f4c400cd-c472-48c0-abc8-3b87da61f0dc,Panleukopenia),11/19/2005,10/21/2019,swelling at injection site,4c71fa66-ef01-4a08-bee1-acfed0c2ef96,b3763f22-e06d-40db-b94f-25fbd158a4f0
372a2ccf-e6c5-4496-b038-3327b0b51383,RCP (Feline Rhinotracheitis,12/20/2014,10/20/2011,Inform vet if pet is pregnant or ill,faf9ea24-6d04-400d-bb1b-7db0458d8080,fdabea79-f3ff-4311-93b4-9976c17350f5
734664eb-c34b-47f5-8901-0f3808bf4659,H3N2 Canine Influenza,5/15/2006,5/7/2001,Keep pet indoors after vaccination,adfa3be8-e8b8-4378-b9cd-82f17dce6eac,d6f1a525-9ad0-4c0d-a041-5e8af5162844
6516e11b-fbad-4c5c-8189-8254e603b934,Lyme Disease,6/18/2022,5/30/2005,Notify vet of any unusual behavior or signs post-vaccination,4f16cabb-776e-4ff2-97d5-e4ff07b2dae1,a6f6dd2c-f01e-4d4d-9298-3621e9ab1176
59b3e7a2-879c-4b83-80f1-6f9347c45aa4,Rabies,1/23/2006,4/28/2012,Do not feed immediately after vaccination,fa5bc1aa-2c39-46b6-9730-be031bc35ee6,673dc36e-f276-4e88-8c62-bca1dcf32ea1
b2fe648d-6ae2-4afb-8c8f-8eca72c98735,Tetanus,9/18/2008,10/4/2009,Avoid stress for the next few days,c09ca923-2e35-4806-9ab7-a5c0f2c5da08,ee68f715-c13b-42c8-b389-1e7eb902e3ec
fed68c48-ed4f-48ef-b348-5b22371d790c,Leptospira,12/23/2020,8/15/2004,Follow-up appointment required in 2 weeks,17cafc27-582c-4861-a81b-091b8ecc47f2,21c929ea-69b1-4422-823b-35f2b4a913a9
9d749fa0-33f2-4caa-8062-7487987f8187,Hepatitis,12/31/2007,7/26/2023,Do not bathe pet for 24 hours,fcef82bf-6ea3-4c52-af51-b24efea02214,5f897080-971b-414a-836b-f285cdd7664d
7e8e42f5-8cc8-4c58-983d-1ff4606e90b2,Parvovirus,9/19/2002,11/10/2004,swelling at injection site,cba3088a-064c-4261-82d2-0c2719d3b33a,59a5799b-f267-4a79-9919-35e5524f32e8
6341dfc5-d3f3-49d1-a4b9-ce829179d405,Feline Calicivirus,5/6/2024,2/4/2004,Keep pet indoors after vaccination,0f7c4fc6-e523-4fb6-a298-5fcdddddd301,0f10e7c0-877b-45c0-bd18-4d9efdd46061
8afbeda2-a606-4371-9192-ae43239d9402,Feline Chlamydia,4/17/2006,9/7/2002,swelling at injection site,17ffb86f-ca01-4510-8814-7fbe335bf200,a6f6dd2c-f01e-4d4d-9298-3621e9ab1176
2858f3ee-c0bd-45a4-a50c-f04bae938030,Adenovirus,11/2/2004,4/21/2015,Do not expose to unvaccinated animals for a few days,429b95f4-b7d2-49bc-8f3e-27ec1bb3ea62,a6f6dd2c-f01e-4d4d-9298-3621e9ab1176
fd56fcc9-3e5a-4337-8bbf-0c99bbbe3326,Leptospirosis,10/25/2008,7/29/2002,Do not bathe pet for 24 hours,aaa41528-d2cc-438f-acb3-91bad204c94a,4910bbcc-43c9-4354-9475-d68f3084f2c0
83c4728a-6b3a-46de-9557-80c21518e518,Bordetella Bronchiseptica,6/25/2023,1/29/2007,Keep pet indoors after vaccination,cc29295a-524a-45d8-85eb-96ccbda82117,df66b46d-76b3-4966-962f-d90b54965ac7
bb0377f6-f161-44b8-9629-c9d22baaae02,Bordetella Bronchiseptica,8/9/2021,6/11/2008,Check vaccination record for upcoming boosters,a95936c5-6d60-4c2b-88ab-89eab4fc8a5e,b3763f22-e06d-40db-b94f-25fbd158a4f0
7f584304-c039-48da-abb3-0f46b1d5344a,Panleukopenia),11/26/2000,5/9/2005,Ensure pet is hydrated,d01d5b31-7f79-4821-9509-6e9b1788029a,bd46dcb1-77be-4bd9-9ea1-628bd24763ab
eb9d1161-341f-4623-94bf-cbb0062a5a4a,Feline Calicivirus,9/15/2003,1/31/2023,Avoid stress for the next few days,6f0e4d04-9b5b-4a23-b3a7-0febffd0aa6e,df66b46d-76b3-4966-962f-d90b54965ac7
3412bdb9-69a1-4779-8e78-db39bd4fdc86,Feline Panleukopenia,6/20/2016,1/25/2010,Administer any prescribed post-vaccination medication,757c0f35-7afc-4376-a3a2-cb7a6d035703,e502413f-1446-4859-ad29-42cf0b23affc
9ecfa2ae-6ef9-48f7-8d6b-0563d0c14dbb,Feline Calicivirus,8/31/2010,12/23/2005,Monitor for side effects,3f0d0721-1d23-4cdf-881a-ec1a3ca46701,105597e4-2d76-445a-9dbf-bde5a3b43468
159afd86-aa59-4d1b-b167-fce02ac8c905,Parainfluenza,6/30/2022,4/4/2012,Common side effects may include mild fever,4fb4dd1a-92d7-4d4c-90ab-656b73b32b38,3889a284-e09b-4474-9570-0900d8832a1d
049d2b99-1836-44e1-b219-3e4e4bdbf4ae,Panleukopenia),8/25/2022,6/5/2014,Ensure pet is hydrated,fe8b150a-4ed6-469b-a4b1-c0f7603b56ef,1c42e31c-c28b-4345-8116-39641c629011
0449e941-23df-4c81-92b5-10fd9336c152,Feline Calicivirus,5/9/2022,12/3/2017,Administer any prescribed post-vaccination medication,3cfd514e-ee99-49b7-810a-4fdc29757802,3889a284-e09b-4474-9570-0900d8832a1d
6888d223-df3c-4bdc-bde8-3912e1b00e7d,Parainfluenza,2/8/2015,4/10/2002,Vaccination may cause temporary loss of appetite,1a729b63-0d02-4804-a3fc-6edaaff81e3b,046e7437-99b9-4910-810c-ba512baf5dc9
4c7ad878-6461-4d34-9357-ad153f36c664,Leptospirosis,11/7/2010,8/1/2004,Follow-up appointment required in 2 weeks,fa0901aa-8a13-4906-ad44-f0f7987249f6,d15a3590-f9ff-4cce-a728-56d6221344ba
f6f4b0bb-9270-4c6c-9ebf-c8b3b9f181c0,Parainfluenza,8/28/2017,3/2/2007,Administer any prescribed post-vaccination medication,95879d7e-c04d-4edb-8a23-2a74930c5c86,2c7c2c60-3a11-4e88-abec-fd423ee25cc7
383ae945-3e1b-47ab-8388-2079561ab758,Tetanus,3/23/2018,5/19/2010,Follow-up appointment required in 2 weeks,13df93bf-e079-444c-b0f1-bd237586e3da,71388745-ca94-490e-b396-5d964572341c
32ba5e76-acc0-40d1-b812-e53ba774c1eb,Feline Leukemia,12/5/2014,8/20/2000,Administer any prescribed post-vaccination medication,c7c0af68-6b0e-43b2-adf8-4c784db05ee4,59dec043-c4be-45c4-8284-816ead71a20f
bc9f09c0-c4d5-4fde-9391-81d2a241785a,H3N8 Canine Influenza,4/11/2023,7/11/2011,swelling at injection site,e9badd63-dcda-4640-ae87-c861253e041e,8107fe7f-b2ed-410c-bee6-e4031dad6450
0c1bf816-61a7-4792-a784-708b60dfa4ee,Parvovirus,12/30/2013,5/24/2011,Notify vet of any unusual behavior or signs post-vaccination,b7bc2bdb-1d5e-4f28-833e-bd9ff246225c,bd837107-da76-4455-ab90-2f15ed49f2ed
fed553c1-ab20-43ca-9d17-4aaba78fea59,RCP (Feline Rhinotracheitis,6/8/2022,3/1/2020,swelling at injection site,b28d355c-7f53-4ef3-a0e4-074c9b872219,92c667c9-9dc8-4c9a-a4c7-5ef3572a997f
6446effe-bb25-41a9-90fa-d40650081145,Bordetella Bronchiseptica,8/29/2019,11/7/2003,Keep pet indoors after vaccination,5fa999dd-65b5-49c9-9624-cdc96d2ae483,39305a66-22f1-4f41-a3ca-438e5ac802ea
f8ccb542-0ac9-4234-ad0b-c07c1fcd2935,Parainfluenza),4/25/2018,8/7/2003,Ensure pet is hydrated,4522cf6e-56fd-40af-b62a-dfcc329391f3,e35e3077-e068-434f-b35b-34afcae9c7d4
145c1947-d6b6-4c90-8e3b-c776eaddbcf3,Parainfluenza),3/11/2013,3/10/2025,Avoid stress for the next few days,9ca7d901-4382-468a-94b4-f071dbf79409,2c7c2c60-3a11-4e88-abec-fd423ee25cc7
c36a25a2-9dd5-48c6-aac7-a70ca52dc1e3,Feline Rhinotracheitis,1/7/2023,2/27/2002,Monitor for side effects,b5aed7d4-3528-4579-a54d-55a4de291e65,fdabea79-f3ff-4311-93b4-9976c17350f5
6a440797-b664-48eb-bb08-77d45f73b0c1,Parvovirus,1/28/2001,11/7/2014,Avoid stress for the next few days,6015afbb-807c-4211-919b-c1dc75f738f0,1e92cf7f-0bbb-4227-bb3e-ba7afbff168f
6dc58a81-c555-471c-a860-8fc40a1925df,Leptospirosis,6/25/2001,4/3/2011,Follow-up appointment required in 2 weeks,f943f177-1444-4e52-9ac1-e6a9fc60a8d9,fdabea79-f3ff-4311-93b4-9976c17350f5
8cf7414b-d898-4071-ae99-85a676689535,H3N8 Canine Influenza,3/2/2021,10/2/2003,Observe for signs of allergic reaction,972712f5-955d-46f9-af14-4741f563752e,0a9cc9d7-2c21-490b-b43a-0c3d085c3e2a
f39376e6-fea5-4c49-a147-28bc45901782,Feline Calicivirus,7/31/2023,12/26/2003,Ensure pet is up-to-date with previous vaccinations,ae373ed0-17c0-4b60-a408-46267eda2355,e30d0ea4-f63b-466a-917e-916943b69f42
a1d7e5cd-ec13-40c3-abe9-05c43836cb57,RCP (Feline Rhinotracheitis,2/13/2024,9/12/2022,Avoid strenuous exercise for 24 hours,70999efa-cf49-46dc-9cdf-87afe1d7d146,f3b84fd6-6e2d-4f54-848d-38f5ad8149aa
6a8a8f82-8ecb-4e1e-b8b8-469cfab02700,Leptospira,3/28/2005,9/16/2002,Avoid stress for the next few days,8bfac1fc-9244-45bc-9afc-6abf2409d87c,2f239ba1-7fcb-4f5f-b53d-ca2eed2bd6ae
e279299c-79ee-49b3-8c54-f594f95bc035,Feline Rhinotracheitis,8/2/2006,10/25/2019,or lethargy,70999efa-cf49-46dc-9cdf-87afe1d7d146,80e707c4-4c40-40f5-adc9-927fcae80f17
774655d9-4952-4b0c-a5ac-7ff64d1a5be0,Parainfluenza,7/10/2009,9/13/2019,Common side effects may include mild fever,05b68909-d1db-4382-b1a0-bf35abacd281,f55af8ba-7b96-48c5-81f6-a5187d4c16b1
e16e6323-636f-4129-b3d2-3a88b6740fd9,RCP (Feline Rhinotracheitis,11/12/2007,6/4/2002,Monitor for side effects,ba9642d2-edec-482e-8bd4-f25edeb6f0b9,d3e25d60-5188-44d7-b270-9838793a6661
b83eec9c-30a0-4c64-83e7-40d0d3416b2b,Parainfluenza),11/19/2019,8/19/2000,Administer booster shot in 3 weeks,5c28493f-b0e7-45bd-82ce-efccf69e8158,8b3bf1eb-e145-4462-b600-02bb14e25c69
a27e1c6c-d130-419b-bdf9-ecf92acabbd9,Parvovirus,3/1/2024,11/30/2012,Observe for signs of allergic reaction,8376c56a-0b10-4421-a0ab-963b75795622,7d70ed67-a9b0-428b-a58d-04291a486adb
42754b53-0b43-452a-88ab-71c343ebf941,Feline Calicivirus,8/10/2021,8/5/2024,Administer any prescribed post-vaccination medication,b8d070b7-813f-4d85-ae7f-f7fc2f14b7d1,75139bb8-d800-42c7-9545-c9d3cfa628c1
9320a9fb-ad7b-4678-a846-231a045d6eac,Parvovirus,11/25/2006,8/26/2009,Vaccination may cause temporary loss of appetite,9fd27752-623e-4655-adc1-787642f4ece3,69aafdbd-6faa-404b-8997-7bbc6a2494e2
b05371f9-78d8-42c5-b204-9fc3c1ddc2d3,Bordetella,8/12/2015,11/6/2021,Do not bathe pet for 24 hours,4cedd81d-3c34-4a04-a972-8cdfa28bcae8,4d268e1f-3cdd-497c-a49c-bc6d75c3eeab
3c8e49ce-7195-42ef-8ac8-5978584d9041,Hepatitis,1/1/2004,3/19/2024,Watch for excessive itching or swelling,23a26a73-d271-4886-8d72-f3cf435196de,69aafdbd-6faa-404b-8997-7bbc6a2494e2
caa58df0-de2e-44f1-974a-37d9bb930688,Parainfluenza),11/24/2007,6/30/2009,Avoid strenuous exercise for 24 hours,1c84f6cd-4028-4ff6-b458-115fe66cf7e1,6a0a4d57-c67c-4659-8e49-da88220a4104
f030b1be-38f4-4f8b-8029-302ea77ca13e,Feline Leukemia,9/29/2023,2/25/2019,Keep pet indoors after vaccination,fb02f08d-d13b-45ca-9b7a-11c902b84efb,d01b7e67-8401-4e15-b7f3-a215096b478c
cf8160d4-9dbd-44dd-896d-bf2992022cde,H3N8 Canine Influenza,12/27/2014,11/10/2019,Ensure pet is hydrated,c6b4d40b-5ef4-450c-9326-7bae9d7a2593,c754e3c3-83fb-442b-8366-702e27264941
d6f0c581-0de2-41f2-89a0-d1f2f1651d02,Feline Panleukopenia,7/3/2023,2/2/2022,swelling at injection site,f2a5e3b8-e3e4-4b7e-ac36-eb57a6ae8f6d,9224d36c-02f0-4bbf-ba4e-534de88ecbc4
a704a63a-1371-47f2-ad18-3576a77b6932,Lyme Disease,11/17/2006,8/16/2006,Watch for excessive itching or swelling,670375f3-33f1-4291-b0c2-9c1848062723,bc34e8da-60d8-4f6d-9d4f-de73f99c77d1
cc0fd587-501b-4c83-93ef-1f98bc497f91,FIP (Feline Infectious Peritonitis),2/14/2014,6/27/2008,Do not bathe pet for 24 hours,777ed98f-87c3-41ee-99c3-ea73a6778eaa,0f10e7c0-877b-45c0-bd18-4d9efdd46061
a63e58b1-4e08-4eed-a6cd-952bebcd3ab3,Feline Calicivirus,11/6/2016,7/14/2009,Do not expose to unvaccinated animals for a few days,662c16ed-055c-4647-ad20-b9d33e46f973,556f918f-e3d9-4e1c-ba4a-7fee0e5c4e49
b8d5ac9f-0ac0-4d7d-a374-6601bccf9196,Adenovirus,5/1/2019,4/12/2001,Do not feed immediately after vaccination,0a88c297-c96d-431b-af6c-19d0c1110cd4,ea3e2dde-50c4-4441-ad45-fbc007839840
d5cc762b-9382-4610-b400-ab47307af2d9,Tetanus,6/19/2005,3/3/2013,Follow-up appointment required in 2 weeks,b802b0d7-da8e-4ec5-a924-57c1e1a05bb9,59dec043-c4be-45c4-8284-816ead71a20f
5a65018a-0ac4-4d2d-bfb7-69ee0cbe55d4,Canine Influenza,12/6/2002,3/28/2012,Do not expose to unvaccinated animals for a few days,2f9d43d0-cf82-4121-9030-f53fa87ca46f,3889a284-e09b-4474-9570-0900d8832a1d
f007d586-9f8d-4505-9f28-2be3a4493cbc,Feline Rhinotracheitis,9/27/2017,8/19/2009,Common side effects may include mild fever,88902bcf-4e25-425b-ba18-260fd4999679,f55af8ba-7b96-48c5-81f6-a5187d4c16b1
1a544886-d2c5-4e05-a38a-2a54374cbe6f,Feline Leukemia,1/6/2007,3/25/2019,Common side effects may include mild fever,5ac30d13-e122-4186-a978-65f23849829f,b3fedd10-2923-4ed9-8bdd-5a24a3351072
f443e7ea-c381-4059-a12a-f20fe15508ae,FIP (Feline Infectious Peritonitis),7/30/2015,7/5/2003,Inform vet if pet is pregnant or ill,e21871d1-5140-4db2-be24-a27e9f2dc412,04503ce2-1243-46f9-ae42-1af6f8ad168b
214dbb44-b273-4255-bcbe-95bf2ed59a7a,Rabies,4/21/2000,10/23/2000,Ensure pet is hydrated,d72df793-4b67-427f-adf7-e8f1e183cdde,29b3f44e-fea8-4bc0-ae38-f02354458167
5f868ab3-df51-4c6e-8f7b-09e61ca8d8ae,H3N8 Canine Influenza,11/27/2010,10/26/2020,or lethargy,0ff70ff6-4c2d-4e13-87a0-e6631672a6b1,7a278e2d-3850-4e08-b66b-8810c81fb30e
b747d85b-da11-4fea-97e8-994cc95bbdfc,Distemper,5/30/2011,7/15/2005,Do not feed immediately after vaccination,8b898ef6-4a22-49b6-8ba1-a0acc964e3f9,3889a284-e09b-4474-9570-0900d8832a1d
d45fda51-8022-4a19-a74b-96a73f4ca341,Adenovirus,11/7/2000,9/18/2021,Common side effects may include mild fever,545db5bf-894c-4466-9df0-f7ef28c07eec,673dc36e-f276-4e88-8c62-bca1dcf32ea1
269925d0-ab10-4533-9961-c5eecf2b2c48,RCP (Feline Rhinotracheitis,5/16/2005,11/16/2004,Notify vet of any unusual behavior or signs post-vaccination,adfa3be8-e8b8-4378-b9cd-82f17dce6eac,c1ef28d6-ed37-4772-932d-1c00976284d9
7f443e58-d413-4b84-a1a3-776747f5dd44,H3N8 Canine Influenza,2/22/2002,9/14/2010,Ensure pet is hydrated,335f95dd-d0ee-4ada-89de-5592df58c571,21c929ea-69b1-4422-823b-35f2b4a913a9
a0288b96-e0c7-4f1b-bdd8-67a08d0df16e,Kennel Cough,12/31/2011,7/22/2003,Avoid stress for the next few days,efc95c2e-d74b-47b2-a068-11f635ad070d,6fa17213-2997-478f-88e3-7f421a65d670
88c0e36f-33fb-4dce-87b6-bf1914921463,Calicivirus,9/26/2000,4/15/2013,Do not bathe pet for 24 hours,801fb69a-f6a6-4514-b940-316a898c9e61,5cc2cf52-b07d-4856-8fb3-cabbbfba4cb6
dd95a342-1a43-4fe7-b418-68f750a51e17,Leptospirosis,10/29/2022,9/4/2009,Do not feed immediately after vaccination,4c415e95-dd98-42b8-ad87-3e49ecd4f778,3889a284-e09b-4474-9570-0900d8832a1d
8f4fafce-0dc4-4cac-ae6b-89146f7a7986,Kennel Cough,9/15/2002,1/10/2024,Ensure pet is up-to-date with previous vaccinations,48057bf2-b1e2-4ab8-be05-c815a01dfdec,b80215bc-fe1b-4781-98da-6b63b6dd2469
389df24c-e7dc-4e53-aa67-cf2a539f251c,Bordetella Bronchiseptica,9/20/2010,2/23/2009,Observe for signs of allergic reaction,4f1ca377-9235-42f6-816c-584b8a6f3e00,d6f1a525-9ad0-4c0d-a041-5e8af5162844
51fba7c5-559c-4786-943d-6208f83d7c33,Bordetella,9/22/2003,9/5/2017,Ensure pet is hydrated,ffb63a11-70e2-441a-b839-00bd81731e5d,aceaa675-8e2c-44f9-9939-dbf5998d55b3
e7d646b4-4674-4470-b7d6-446a9c7afa2b,Rabies,6/19/2008,9/6/2021,Common side effects may include mild fever,a95d488b-4958-4df8-94ba-12549e6f18b6,816d02ba-3bbf-4d46-b116-e33da7f614c9
230fca85-307d-44ba-8ab7-5f2c7f4bae36,Kennel Cough,12/29/2023,9/28/2019,Administer booster shot in 3 weeks,7c9b7338-f994-4d4d-89be-728ab23744f6,e9e79837-7736-46ba-980c-9590776a4e68
083b3a6c-453b-476b-9db7-5ab16b5e8504,Parainfluenza,6/2/2015,7/13/2017,Keep pet calm after vaccination,7ffc7668-d9e5-45bc-af3a-2379424ed931,ea3e2dde-50c4-4441-ad45-fbc007839840
bd733373-843d-435f-8425-7c891537b350,Parvovirus,11/6/2003,5/24/2016,Inform vet if pet is pregnant or ill,6015afbb-807c-4211-919b-c1dc75f738f0,59dec043-c4be-45c4-8284-816ead71a20f
4f62b71b-da46-4983-bcb4-49ac48d1d926,Parvovirus,2/14/2005,6/6/2022,Common side effects may include mild fever,09cf2458-e432-4b1c-aee4-4df29c336069,2d2e7bc3-4e4c-4dc8-b980-29cd50541ba8
79057c6a-bed4-4c5e-9c50-d92466069a79,Kennel Cough,7/6/2023,11/18/2004,Do not feed immediately after vaccination,7890afaa-ff01-4666-a2a5-3e76fab902c0,d3b1e076-fa39-451b-978c-1ec5f2ab9e62
49e8cbf1-a892-4a8b-9be4-46c9fd70dc19,DHPP (Canine Distemper,5/6/2016,3/17/2015,Inform vet if pet is pregnant or ill,ceead4a3-ab2e-4c55-b5fe-84415bb65021,6f15ac7b-e857-41ae-b67b-b176dd8cedbc
8443cc32-f6f7-48b7-b97c-53228320c382,Feline Rhinotracheitis,3/19/2025,10/9/2001,Keep pet calm after vaccination,1438c2f6-6aa8-4cbe-9048-744449944f56,ea3e2dde-50c4-4441-ad45-fbc007839840
45f40bb7-d585-4559-8fae-2db91a2c7ad9,Rabies,1/6/2002,6/16/2023,Administer booster shot in 3 weeks,46617c5b-d0a3-4fb7-ad24-0e093db40b2e,e502413f-1446-4859-ad29-42cf0b23affc
81d132ca-c7c5-46e7-963d-8da04243f162,Hepatitis,5/25/2005,10/22/2019,Keep pet indoors after vaccination,ca1ab56f-afe6-4f92-bdd0-b9a6a13623d3,06879170-70e7-47e0-804c-214d61f5d003
d7a6ac37-6ce2-4bd5-b678-e8ea421a34ab,Parainfluenza),2/7/2009,11/29/2023,Follow-up appointment required in 2 weeks,2d967b16-4415-47c2-8bd1-4dd6c6353df8,06879170-70e7-47e0-804c-214d61f5d003
a9ddd416-08a3-46ad-aff5-2eb338c62917,Feline Calicivirus,7/6/2005,2/14/2005,or lethargy,6f0e4d04-9b5b-4a23-b3a7-0febffd0aa6e,9b6f2907-e03b-468e-a800-42764939c755
739a1376-07c9-4470-a9d0-708c56c1fc6a,FIP (Feline Infectious Peritonitis),3/11/2021,9/3/2003,Do not bathe pet for 24 hours,ef3a091f-d9c0-46cd-bbb9-a205a37c04cd,2c7c2c60-3a11-4e88-abec-fd423ee25cc7
03c644e8-1230-469d-9ee1-32e8f87f31fc,Adenovirus,12/29/2003,4/23/2009,Keep pet indoors after vaccination,365ee33b-9646-43e5-83b8-2546b5480f4c,71388745-ca94-490e-b396-5d964572341c
7f314239-dd68-4534-ad0d-d04004754bc6,Parvovirus,8/11/2017,2/27/2018,Do not feed immediately after vaccination,04e305e3-97ac-4931-9455-905d990261c7,214b2ba1-82ec-4777-9c73-11930c64b1f3
76b29fad-539b-4b78-a7ef-b4a0ecd8e784,Canine Influenza,2/10/2019,9/20/2003,Keep pet indoors after vaccination,cc59d324-dc52-46a3-82c3-c8b6de17aa47,b80215bc-fe1b-4781-98da-6b63b6dd2469
6146f52e-9e30-42bd-ae34-7dcf71546d5b,Hepatitis,10/15/2009,7/9/2010,swelling at injection site,32faff9a-b68a-402b-8c9e-e30b51aa326c,6a0a4d57-c67c-4659-8e49-da88220a4104
